Title,genres,director,actors
blue bayou,['Drama'],['Justin Chon '],"['Justin Chon', 'Alicia Vikander', ""Mark O'Brien""]"
prisoners of the ghostland,"['Action', 'Fantasy', 'Horror']",['Sion Sono '],"['Nicolas Cage', 'Sofia Boutella', 'Bill Moseley']"
best sellers,"['Comedy', 'Drama']",['Lina Roessler '],"['Michael Caine', 'Aubrey Plaza', 'Scott Speedman']"
lady of the manor,"['Comedy', 'Fantasy']",[' Christian Long '],"['Melanie Lynskey', 'Judy Greer', 'Justin Long']"
the nowhere inn,"['Music', 'Comedy', 'Thriller']",['Bill Benz '],"['Annie Clark', 'Carrie Brownstein', 'Dakota Johnson']"
my name is pauli murray,['Documentary'],[' Julie Cohen '],"['Talleah Bridges McMahon', 'Julie Cohen', 'Betsy West']"
the killing of kenneth chamberlain,"['Mystery', 'Thriller', 'Drama']",['David Midell '],"['Frankie Faison', ""Steve O'Connell"", 'Enrico Natale']"
intrusion,"['Thriller', 'Drama']",['Adam Salky '],"['Freida Pinto', 'Logan Marshall-Green', 'Robert John Burke']"
my little pony: a new generation,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure']",[' Jose Ucha '],"['Vanessa Hudgens', 'Kimiko Glenn', 'James Marsden']"
dear evan hansen,['Drama'],['Stephen Chbosky '],"['Ben Platt', 'Kaitlyn Dever', 'Amandla Stenberg']"
the guilty,"['Drama', 'Thriller']",['Antoine Fuqua '],"['Jake Gyllenhaal', 'Ethan Hawke', 'Riley Keough']"
birds of paradise,['Drama'],['Sarah Adina Smith '],"['Kristine Froseth', 'Diana Silvers', 'Jacqueline Bisset']"
after we fell,"['Romance', 'Drama']",['Castille Landon '],"['Josephine Langford', 'Hero Fiennes Tiffin', 'Louise Lombard']"
minions: the rise of gru,"['Animation', 'Comedy', 'Family', 'Adventure']",['Kyle Balda '],"['Steve Carell', 'Pierre Coffin', 'Taraji P. Henson']"
the forgiven,['Drama'],['John Michael McDonagh '],"['Ralph Fiennes', 'Jessica Chastain', 'Matt Smith']"
mr. malcolm's list,"['Romance', 'Comedy', 'Drama']",['Emma Holly Jones '],"['Freida Pinto', 'Sope Dirisu', 'Oliver Jackson-Cohen']"
the princess,"['Action', 'Fantasy']",['Le-Van Kiet '],"['Joey King', 'Dominic Cooper', 'Olga Kurylenko']"
hot seat,"['Thriller', 'Action']",['James Cullen Bressack '],"['Kevin Dillon', 'Mel Gibson']"
"hello, goodbye, and everything in between","['Romance', 'Drama']",['Michael Lewen '],"['Jordan Fisher', 'Talia Ryder Ayo Edebiri', 'Nico Hiraga']"
thor: love and thunder,"['Fantasy', 'Action', 'Comedy']",['Taika Waititi '],"['Chris Hemsworth', 'Christian Bale', 'Tessa Thompson']"
south park the streaming wars part 2,"['Animation', 'Comedy', 'TV Movie']",['Trey Parker '],"['Trey Parker', 'Matt Stone', 'April Stewart']"
the gray man,"['Action', 'Thriller']",['Russo brothers '],"['Ryan Gosling', 'Chris Evans', 'Ana de Armas']"
where the crawdads sing,"['Drama', 'Mystery', 'Romance']",['Olivia Newman '],"['Daisy Edgar-Jones', 'Taylor John Smith', 'Harris Dickinson']"
paws of fury: the legend of hank,"['Animation', 'Adventure', 'Comedy', 'Family']",[' Chris Bailey '],"['Michael Cera', 'Ricky Gervais', 'Mel Brooks']"
persuasion,"['Romance', 'Drama', 'Comedy']",['Carrie Cracknell '],"['Dakota Johnson', 'Cosmo Jarvis', 'Nikki Amuka-Bird']"
gone in the night,"['Thriller', 'Drama', 'Mystery']",['Eli Horowitz '],"['Winona Ryder', 'Dermot Mulroney', 'John Gallagher Jr.']"
1up,['Comedy'],['Kyle Newman '],"['Paris Berelc', 'Taylor Zakhar Perez', 'Hari Nef']"
wrong place,"['Thriller', 'Drama', 'Crime', 'Action']",['Mike Burns '],"['Ashley Greene', 'Bruce Willis']"
don't make me go,['Drama'],['Hannah Marks '],"['John Cho', 'Mia Isaac']"
he's watching,"['Thriller', 'TV Movie']",['Jacob Aaron Estes '],"['Iris Serena Estes', 'Lucas Steel Estes']"
nope,"['Horror', 'Mystery', 'Science Fiction']",['Jordan Peele '],"['Daniel Kaluuya', 'Keke Palmer', 'Steven Yeun']"
anything's possible,"['Romance', 'Comedy', 'Drama']",['Billy Porter '],"['Eva Reign', 'Abubakr Ali', 'Renée Elise Goldsberry']"
alone together,"['Romance', 'Drama']",['Katie Holmes '],"['Katie Holmes', 'Jim Sturgess', 'Derek Luke']"
dc league of super-pets,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']",['Jared Stern '],"['Dwayne Johnson', 'Kevin Hart', 'Kate McKinnon']"
thirteen lives,"['Drama', 'Thriller']",['Ron Howard '],"['Viggo Mortensen', 'Colin Farrell', 'Joel Edgerton']"
vengeance,"['Comedy', 'Mystery', 'Thriller']",[' Novak '],"['B. J. Novak', 'Boyd Holbrook', 'J. Smith-Cameron']"
sharp stick,"['Comedy', 'Drama', 'Romance']",['Lena Dunham '],"['Kristine Froseth', 'Jon Bernthal', 'Luka Sabbat']"
not okay,"['Comedy', 'Drama']",['Quinn Shephard '],"['Zoey Deutch', 'Mia Isaac', 'Nadia Alexander']"
paradise highway,"['Thriller', 'Crime', 'Drama']",['Anna Gutto '],"['Juliette Binoche', 'Frank Grillo', 'Hala Finley']"
resurrection,"['Crime', 'Mystery', 'Horror']",['Andrew Semans '],"['Rebecca Hall', 'Grace Kaufman', 'Michael Esper']"
a love song,"['Romance', 'Drama']",['Max Walker-Silverman '],"['Dale Dickey', 'Wes Studi']"
honor society,['Comedy'],['Oran Zegman '],"['Angourie Rice', 'Gaten Matarazzo', 'Christopher Mintz-Plasse']"
allegoria,['Horror'],['Spider One '],"['Krsy Fox', 'John Ennis', 'Bryce Johnson']"
kung fu ghost,"['Comedy', 'Fantasy', 'Action']",[' Linch '],"['Jennifer N. Linch', 'Noah Sargent', 'Mark Atkinson']"
bullet train,"['Action', 'Comedy', 'Thriller']",['David Leitch '],"['Brad Pitt', 'Joey King', 'Aaron Taylor-Johnson']"
easter sunday,['Comedy'],['Jay Chandrasekhar '],"['Jo Koy', 'Eugene Cordero', 'Tia Carrere']"
rise of the teenage mutant ninja turtles: the movie,"['Animation', 'Action', 'Science Fiction']",[' Ant Ward '],"['Ben Schwartz', 'Omar Benson Miller', 'Brandon Mychal Smith']"
luck,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",['Peggy Holmes '],"['Eva Noblezada', 'Simon Pegg', 'Jane Fonda']"
prey,"['Action', 'Thriller', 'Horror']",['Dan Trachtenberg '],"['Amber Midthunder', 'Dakota Beavers', 'Dane DiLiegro']"
bodies bodies bodies,"['Horror', 'Comedy', 'Mystery']",['Halina Reijn '],"['Amandla Stenberg', 'Maria Bakalova', ""Myha'la Herrold""]"
they/them,"['Horror', 'Mystery', 'Thriller']",['John Logan '],"['Theo Germaine', 'Carrie Preston', 'Anna Chlumsky']"
secret headquarters,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Family']",[' Ariel Schulman '],"['Owen Wilson', 'Walker Scobell', 'Jesse Williams']"
day shift,"['Action', 'Fantasy', 'Horror', 'Comedy']",[' Perry '],"['Jamie Foxx', 'Dave Franco', 'Natasha Liu Bordizzo']"
mack & rita,"['Comedy', 'Fantasy', 'Drama']",['Katie Aselton '],"['Diane Keaton', 'Taylour Paige', 'Elizabeth Lail']"
fall,"['Thriller', 'Action']",['Scott Mann '],"['Grace Caroline Currey', 'Virginia Gardner', 'Mason Gooding']"
emily the criminal,"['Crime', 'Drama', 'Thriller']",['John Patton Ford '],"['Aubrey Plaza', 'Theo Rossi', 'Megalyn Echikunwoke']"
summering,['Drama'],['James Ponsoldt '],"['Lia Barnett', 'Lake Bell', 'Sarah Cooper']"
look both ways,"['Romance', 'Drama', 'Comedy']",['Wanuri Kahiu '],"['Lili Reinhart', 'Danny Ramirez', 'David Corenswet']"
beast,"['Thriller', 'Action', 'Horror']",['kur '],"['Idris Elba', 'Sharlto Copley', 'Iyana Halley']"
orphan: first kill,"['Horror', 'Thriller']",['William Brent Bell '],"['Isabelle Fuhrman', 'Rossif Sutherland', 'Hiro Kanagawa']"
spin me round,"['Romance', 'Comedy']",['Jeff Baena '],"['Alison Brie', 'Alessandro Nivola', 'Molly Shannon']"
delia's gone,"['Mystery', 'Thriller', 'Crime', 'Drama']",['Robert Budreau '],"['Stephan James', 'Marisa Tomei', 'Paul Walter Hauser']"
three thousand years of longing,"['Drama', 'Fantasy', 'Romance']",['George Miller '],"['Idris Elba', 'Tilda Swinton']"
samaritan,"['Science Fiction', 'Crime', 'Action']",['Julius Avery '],"['Sylvester Stallone', 'Javon Walton', 'Pilou Asbæk']"
me time,['Comedy'],['John Hamburg '],"['Kevin Hart', 'Mark Wahlberg', 'Luis Gerardo Méndez']"
the invitation,"['Thriller', 'Horror']",[' Thompson '],"['Nathalie Emmanuel', 'Thomas Doherty', 'Stephanie Corneliussen']"
breaking,"['Crime', 'Drama', 'Thriller']",['Abi Damaris Corbin '],"['John Boyega', 'Nicole Beharie', 'Selenis Leyva']"
funny pages,['Comedy'],['Owen Kline '],"['Daniel Zolghadri', 'Matthew Maher', 'Miles Emanuel']"
honk for jesus. save your soul.,"['Comedy', 'Drama']",['Adamma Ebo '],"['Regina Hall', 'Sterling K. Brown', 'Austin Crute']"
gigi & nate,['Drama'],['Nick Hamm '],"['Marcia Gay Harden', 'Charlie Rowe', 'Josephine Langford']"
wire room,"['Action', 'Crime']",['Matt Eskandari '],"['Kevin Dillon', 'Bruce Willis']"
one way,"['Action', 'Crime', 'Thriller']",['Andrew Baird '],"['Machine Gun Kelly', 'Kevin Bacon', 'Travis Fimmel']"
after ever happy,"['Romance', 'Drama']",['Castille Landon '],"['Josephine Langford', 'Hero Fiennes Tiffin', 'Louise Lombard']"
my son hunter,"['Crime', 'Comedy', 'Drama']",['Robert Davi '],"['Laurence Fox', 'Gina Carano', 'John James']"
pinocchio,"['Animation', 'Family', 'Fantasy']",['Robert Zemeckis '],"['Tom Hanks', 'Benjamin Evan Ainsworth', 'Joseph Gordon-Levitt']"
barbarian,"['Horror', 'Mystery']",['Zach Cregger '],"['Georgina Campbell', 'Bill Skarsgård', 'Justin Long']"
end of the road,"['Drama', 'Thriller']",['Millicent Shelton '],"['Queen Latifah', 'Ludacris', 'Mychala Lee']"
lifemark,['Drama'],['Kevin Peeples '],"['Kirk Cameron', 'Alex Kendrick', 'Rebecca Rogers Nelson']"
clerks iii,"['Comedy', 'Drama']",['Kevin Smith '],"[""Brian O'Halloran"", 'Jeff Anderson', 'Trevor Fehrman']"
the woman king,"['Action', 'Drama', 'History']",['Gina Prince-Bythewood '],"['Viola Davis', 'Thuso Mbedu', 'Lashana Lynch']"
see how they run,"['Mystery', 'Comedy', 'Crime']",['Tom George '],"['Sam Rockwell', 'Saoirse Ronan', 'Adrien Brody']"
blonde,['Drama'],['Andrew Dominik '],"['Ana de Armas', 'Adrien Brody', 'Bobby Cannavale']"
pearl,"['Horror', 'Drama']",['Ti West '],"['Mia Goth', 'David Corenswet', 'Tandi Wright']"
do revenge,"['Comedy', 'Thriller', 'Romance']",['Jennifer Kaytin Robinson '],"['Camila Mendes', 'Maya Hawke', 'Austin Abrams']"
the silent twins,['Drama'],['ska '],"['Letitia Wright', 'Tamara Lawrance', 'Nadine Marshall']"
"confess, fletch","['Comedy', 'Mystery', 'Crime']",['Greg Mottola '],"['Jon Hamm', 'Marcia Gay Harden', 'Kyle MacLachlan']"
moonage daydream,"['Documentary', 'Music']",['Brett Morgen '],['David Bowie']
god's country,"['Mystery', 'Thriller', 'Western', 'Drama']",['Julian Higgins '],"['Thandiwe Newton', 'Jeremy Bobb', 'Joris Jarsky']"
goodnight mommy,"['Horror', 'Thriller', 'Mystery']",['Matt Sobel '],"['Naomi Watts', 'Cameron Crovetti', 'Nicholas Crovetti']"
running the bases,['Drama'],[' Jimmy Womble '],"['Brett Varvel', 'Gigi Orsillo', 'Todd Terry']"
jeepers creepers: reborn,"['Horror', 'Thriller', 'Mystery']",['Timo Vuorensola '],"['Sydney Craven', 'Imran Adams', 'Dee Wallace']"
don't worry darling,"['Mystery', 'Thriller']",['Olivia Wilde '],"['Florence Pugh', 'Harry Styles', 'Olivia Wilde']"
catherine called birdy,"['Adventure', 'Comedy']",['Lena Dunham '],"['Bella Ramsey', 'Billie Piper', 'Andrew Scott']"
section eight,"['Action', 'Thriller']",['Christian Sesma '],"['Ryan Kwanten', 'Dolph Lundgren', 'Dermot Mulroney']"
lou,"['Action', 'Thriller']",['Anna Foerster '],"['Allison Janney', 'Jurnee Smollett', 'Logan Marshall-Green']"
on the come up,"['Drama', 'Music']",['Sanaa Lathan '],"['Jamila C. Gray', ""Da'Vine Joy Randolph"", 'Mike Epps']"
a jazzman's blues,"['Drama', 'Romance', 'Mystery']",['Tyler Perry '],"['Joshua Boone', 'Amirah Vann', 'Solea Pfeiffer']"
the munsters,"['Comedy', 'Fantasy']",['Rob Zombie '],"['Sheri Moon Zombie', 'Jeff Daniel Phillips', 'Daniel Roebuck']"
smile,"['Horror', 'Mystery']",['Parker Finn '],"['Sosie Bacon', 'Jessie T. Usher', 'Kyle Gallner']"
bros,"['Comedy', 'Romance']",['Nicholas Stoller '],"['Billy Eichner', 'Luke Macfarlane']"
hocus pocus 2,"['Fantasy', 'Comedy', 'Family']",['Anne Fletcher '],"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy']"
the greatest beer run ever,"['Drama', 'Comedy', 'War']",['Peter Farrelly '],"['Zac Efron', 'Russell Crowe']"
the good house,"['Romance', 'Drama', 'Comedy']",[' Wallace Wolodarsky '],"['Sigourney Weaver', 'Kevin Kline', 'Morena Baccarin']"
luckiest girl alive,"['Drama', 'Thriller', 'Mystery']",['Mike Barker '],['Mila Kunis']
dead for a dollar,"['Western', 'Thriller', 'Action']",['Walter Hill '],"['Christoph Waltz', 'Willem Dafoe', 'Rachel Brosnahan']"
my best friend's exorcism,"['Horror', 'Comedy']",['Damon Thomas '],"['Elsie Fisher', 'Amiah Miller', 'Rachel Ogechi Kanu']"
sound of freedom,"['Action', 'Drama']",['Alejandro Monteverde '],"['Jim Caviezel', 'Mira Sorvino', 'Bill Camp']"
insidious: the red door,"['Horror', 'Thriller']",['Patrick Wilson '],"['Ty Simpkins', 'Patrick Wilson', 'Sinclair Daniel']"
joy ride,['Comedy'],['Adele Lim '],"['Ashley Park', 'Sherry Cola', 'Stephanie Hsu']"
the out-laws,"['Romance', 'Action', 'Comedy']",['Tyler Spindel '],"['Adam DeVine', 'Nina Dobrev', 'Ellen Barkin']"
earth mama,['Drama'],['Savanna Leaf '],"['Tia Nomore', 'Erika Alexander', 'Doechii']"
biosphere,"['Comedy', 'Drama', 'Science Fiction', 'Fantasy']",['Mel Eslyn '],"['Sterling K. Brown', 'Mark Duplass']"
cocaine shark,"['Horror', 'Science Fiction']",['Mark Polonia '],"['Samantha Coolidge', 'Ryan Dalton', 'Natalie Himmelberger']"
mission: impossible – dead reckoning part one,"['Action', 'Adventure']",['Christopher McQuarrie '],"['Tom Cruise', 'Hayley Atwell', 'Ving Rhames']"
they cloned tyrone,"['Comedy', 'Science Fiction', 'Mystery']",['Juel Taylor '],"['John Boyega', 'Teyonah Parris', 'Jamie Foxx']"
theater camp,['Comedy'],[' Nick Lieberman '],"['Noah Galvin', 'Molly Gordon', 'Ben Platt']"
barbie,"['Comedy', 'Adventure']",['Greta Gerwig '],"['Margot Robbie', 'Ryan Gosling', 'America Ferrera']"
oppenheimer,"['Drama', 'History']",['Christopher Nolan '],"['Cillian Murphy', 'Emily Blunt', 'Matt Damon']"
cobweb,['Horror'],['Samuel Bodin '],"['Lizzy Caplan', 'Woody Norman', 'Cleopatra Coleman']"
the beanie bubble,"['Comedy', 'Drama']",[' Damian Kulash '],"['Zach Galifianakis', 'Elizabeth Banks', 'Sarah Snook']"
the venture bros.: radiant is the blood of the baboon heart,"['Animation', 'Action', 'Adventure', 'Science Fiction']",['Jackson Publick '],"['James Urbaniak', 'Patrick Warburton', 'Michael Sinterniklaas']"
zoey 102,"['Romance', 'Comedy']",['Nancy Hower '],"['Jamie Lynn Spears', 'Erin Sanders', 'Sean Flynn']"
haunted mansion,"['Comedy', 'Drama', 'Horror', 'Fantasy']",['Justin Simien '],"['LaKeith Stanfield', 'Tiffany Haddish', 'Owen Wilson']"
sympathy for the devil,"['Action', 'Thriller']",['Yuval Adler '],"['Nicolas Cage', 'Joel Kinnaman']"
circus maximus,['Music'],[' Kahlil Joseph '],"['Travis Scott', 'Rick Rubin', 'James Blake']"
happiness for beginners,"['Romance', 'Adventure', 'Comedy', 'Drama']",['Vicky Wright '],"['Ellie Kemper', 'Luke Grimes', 'Nico Santos']"
war pony,['Drama'],[' Gina Gammell '],"['Jojo Bapteise Whiting', 'Ladainian Crazy Thunder']"
the unknown country,['Drama'],['Morissa Maltz '],"['Lily Gladstone', 'Raymond Lee', 'Richard Ray Whitman']"
blue hour: the disappearance of nick brandreth,"['Horror', 'Science Fiction', 'Thriller', 'Drama']",['Dan Bowhers '],"['Morgan DeTogne', 'Michael Kowalski', 'Mike Headford']"
teenage mutant ninja turtles: mutant mayhem,"['Animation', 'Comedy', 'Action', 'Science Fiction']",['Jeff Rowe '],"['Micah Abbey', 'Shamon Brown Jr.', 'Nicolas Cantu']"
mike & fred vs the dead,"['Horror', 'Comedy']",['Anthony Leone '],"['Felissa Rose', 'George Jac', 'Brian Patrick Butler']"
meg 2: the trench,"['Action', 'Science Fiction', 'Horror']",['Ben Wheatley '],"['Jason Statham', 'Wu Jing', 'Sophia Cai']"
shortcomings,"['Comedy', 'Drama', 'Romance']",['Randall Park '],"['Justin H. Min', 'Sherry Cola', 'Ally Maki']"
dreamin' wild,"['Music', 'Drama']",['Bill Pohlad '],"['Casey Affleck', 'Walton Goggins', 'Zooey Deschanel']"
corner office,"['Comedy', 'Mystery']",['Joachim Back '],"['Jon Hamm', 'Danny Pudi', 'Sarah Gadon']"
what comes around,"['Drama', 'Thriller']",['Amy Redford '],"['Summer Phoenix', 'Grace Van Dien', 'Jesse Garcia']"
the passenger,"['Horror', 'Thriller']",['Carter Smith '],"['Johnny Berchtold', 'Kyle Gallner']"
the last voyage of the demeter,"['Horror', 'Thriller', 'Fantasy']",['vredal '],"['Corey Hawkins', 'Aisling Franciosi', 'Liam Cunningham']"
heart of stone,"['Thriller', 'Action']",['Tom Harper '],"['Gal Gadot', 'Jamie Dornan', 'Alia Bhatt']"
"red, white & royal blue","['Comedy', 'Romance']",['Matthew Lopez '],"['Taylor Zakhar Perez', 'Nicholas Galitzine', 'Clifton Collins Jr.']"
jules,"['Comedy', 'Science Fiction', 'Drama']",['Marc Turtletaub '],"['Ben Kingsley', 'Jane Curtin', 'Harriet Sansom Harris']"
inside man,"['Crime', 'Drama', 'Thriller']",[' Abeckaser '],"['Emile Hirsch', 'Jake Cannavale', 'Lucy Hale']"
blue beetle,"['Action', 'Science Fiction', 'Adventure']",['Angel Manuel Soto '],"['Xolo Maridueña', 'Adriana Barraza', 'Damián Alcázar']"
strays,"['Comedy', 'Adventure']",['Josh Greenbaum '],"['Will Ferrell', 'Jamie Foxx', 'Will Forte']"
the monkey king,"['Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",['Anthony Stacchi '],"['Jimmy O. Yang', 'Lin Jolie Hoang-Rappaport', 'Bowen Yang']"
landscape with invisible hand,"['Science Fiction', 'Comedy', 'Drama']",['Cory Finley '],"['Asante Blackk', 'Kylie Rogers', 'Tiffany Haddish']"
birth/rebirth,"['Horror', 'Mystery', 'Thriller', 'Drama', 'Science Fiction']",['Laura Moss '],"['Marin Ireland', 'Judy Reyes', 'A.J. Lister']"
back on the strip,['Comedy'],['Chris Spencer '],"['Wesley Snipes', 'J. B. Smoove', 'Gary Owen']"
the adults,"['Drama', 'Comedy']",['Dustin Guy Defa '],"['Michael Cera', 'Hannah Gross', 'Sophia Lillis']"
gran turismo,"['Adventure', 'Action', 'Drama']",['Neill Blomkamp '],"['David Harbour', 'Orlando Bloom', 'Archie Madekwe']"
retribution,"['Thriller', 'Action', 'Adventure']",['d Antal '],"['Liam Neeson', 'Noma Dumezweni', 'Lilly Aspell']"
vacation friends 2,['Comedy'],['Clay Tarver '],"['John Cena', 'Lil Rel Howery', 'Yvonne Orji']"
you are so not invited to my bat mitzvah,['Comedy'],['Sammi Cohen '],"['Sunny Sandler', 'Samantha Lorraine', 'Adam Sandler']"
bottoms,['Comedy'],['Emma Seligman '],"['Rachel Sennott', 'Ayo Edebiri', 'Havana Rose Liu']"
golda,"['Drama', 'History', 'War']",['Guy Nattiv '],"['Helen Mirren', 'Camille Cottin', 'Liev Schreiber']"
the hill,"['History', 'Drama']",['Jeff Celentano '],"['Colin Ford', 'Dennis Quaid', 'Joelle Carter']"
the equalizer 3,"['Action', 'Thriller', 'Crime']",['Antoine Fuqua '],"['Denzel Washington', 'Dakota Fanning', 'Eugenio Mastrandrea']"
the good mother,['Thriller'],['Miles Joris-Peyrafitte '],"['Hilary Swank', 'Olivia Cooke', 'Jack Reynor']"
all fun and games,"['Horror', 'Thriller']",[' Eren Celeboglu '],"['Natalia Dyer', 'Asa Butterfield', 'Benjamin Evan Ainsworth']"
yoshiki: under the sky,"['Music', 'Documentary']",['Yoshiki '],"['Yoshiki', 'Sarah Brightman', 'Jane Zhang']"
the nun ii,['Horror'],['Michael Chaves '],"['Taissa Farmiga', 'Jonas Bloquet', 'Storm Reid']"
my big fat greek wedding 3,"['Comedy', 'Romance']",['Nia Vardalos '],"['Nia Vardalos', 'John Corbett', 'Louis Mandylor']"
sitting in bars with cake,"['Romance', 'Comedy', 'Drama']",['Trish Sie '],"['Yara Shahidi', ""Odessa A'zion"", 'Martha Kelly']"
aristotle and dante discover the secrets of the universe,"['Romance', 'Drama']",['Aitch Alberto '],"['Max Pelayo', 'Reese Gonzales', 'Eugenio Derbez']"
after everything,"['Romance', 'Drama']",['Castille Landon '],"['Josephine Langford', 'Hero Fiennes Tiffin', 'Louise Lombard']"
a haunting in venice,"['Mystery', 'Thriller', 'Crime']",['Kenneth Branagh '],"['Kenneth Branagh', 'Kyle Allen', 'Camille Cottin']"
dumb money,"['History', 'Comedy', 'Drama']",['Craig Gillespie '],"['Paul Dano', 'Pete Davidson', ""Vincent D'Onofrio""]"
love at first sight,"['Romance', 'Drama']",['Vanessa Caswill '],"['Haley Lu Richardson', 'Ben Hardy', 'Dexter Fletcher']"
a million miles away,"['Drama', 'History']",['rquez Abella '],"['Michael Peña', 'Rosa Salazar', 'Sarayu Blue']"
the retirement plan,"['Action', 'Comedy', 'Crime']",['Tim Brown '],"['Nicolas Cage', 'Ron Perlman', 'Ashley Greene']"
outlaw johnny black,"['Action', 'Comedy', 'Western']",['Michael Jai White '],"['Michael Jai White', 'Anika Noni Rose', 'Erica Ash']"
camp hideout,"['Family', 'Comedy']",['Sean Olson '],"['Ethan Drew', 'Corbin Bleu', 'Amanda Leighton']"
the inventor,"['Animation', 'Drama', 'Family', 'History']",['Jim Capobianco '],"['Stephen Fry', 'Marion Cotillard', 'Daisy Ridley']"
expend4bles,"['Action', 'Adventure', 'Thriller']",['Scott Waugh '],"['Jason Statham', 'Sylvester Stallone', 'Megan Fox']"
